gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,comparison,flag
Uqcr11,2679.188441,-0.111254028,0.133801947,-0.831482878,0.405700897,0.999946781,~cohort + diet,old ID vs CD,
Gm28661,601988.2835,-0.111298128,0.140224529,-0.793713685,0.427362131,0.999946781,~cohort + diet,old ID vs CD,
Gm11756,46.04302904,-0.111330622,0.242812067,-0.458505309,0.646589449,0.999946781,~cohort + diet,old ID vs CD,
Rps6kc1,655.2105424,-0.111396706,0.12693757,-0.877570808,0.380176677,0.999946781,~cohort + diet,old ID vs CD,
Cwc15,1520.456593,-0.111460686,0.10118176,-1.101588724,0.270640513,0.999946781,~cohort + diet,old ID vs CD,
Med18,30.09845436,-0.111490957,0.289889216,-0.384598496,0.700534908,0.999946781,~cohort + diet,old ID vs CD,
Ppp1r16a,335.6507578,-0.111502867,0.108936537,-1.023558025,0.30604408,0.999946781,~cohort + diet,old ID vs CD,
Sec22b,924.0164596,-0.11152179,0.086239064,-1.293170225,0.195952191,0.999946781,~cohort + diet,old ID vs CD,
Mthfs,59.17702317,-0.111530535,0.254311681,-0.438558445,0.660981513,0.999946781,~cohort + diet,old ID vs CD,
Pcyox1,1976.060152,-0.111585447,0.07964627,-1.401012845,0.161210232,0.999946781,~cohort + diet,old ID vs CD,
Cbfa2t3,311.5575635,-0.111587755,0.124382167,-0.897136284,0.3696462,0.999946781,~cohort + diet,old ID vs CD,
Atp6v1d,2228.647967,-0.111655542,0.095101656,-1.174065164,0.240368926,0.999946781,~cohort + diet,old ID vs CD,
Polr3c,593.7769581,-0.111672204,0.096707819,-1.154738117,0.248197685,0.999946781,~cohort + diet,old ID vs CD,
Znhit3,357.5141292,-0.111706457,0.17349112,-0.643874204,0.51965701,0.999946781,~cohort + diet,old ID vs CD,
Nudt2,350.7340482,-0.111720774,0.150930132,-0.740215177,0.45916944,0.999946781,~cohort + diet,old ID vs CD,
Tctn3,56.48120677,-0.111752791,0.213679033,-0.522993711,0.60097863,0.999946781,~cohort + diet,old ID vs CD,
AI987944,480.1471363,-0.111900872,0.098513711,-1.13589134,0.256002043,0.999946781,~cohort + diet,old ID vs CD,
St6galnac3,62.27804673,-0.1119035,0.28384793,-0.394237504,0.693405699,0.999946781,~cohort + diet,old ID vs CD,
Hhex,51.41066975,-0.111931943,0.343108524,-0.326228976,0.74425112,0.999946781,~cohort + diet,old ID vs CD,
Zmynd19,440.4379833,-0.111980941,0.122130124,-0.916898606,0.359195774,0.999946781,~cohort + diet,old ID vs CD,
Dtd1,268.6693625,-0.112001797,0.134705588,-0.831456204,0.405715959,0.999946781,~cohort + diet,old ID vs CD,
Fgf13,879.6403869,-0.112018377,0.111621444,-1.003556065,0.315592641,0.999946781,~cohort + diet,old ID vs CD,
Myg1,225.7452273,-0.112061349,0.11231535,-0.997738502,0.318406178,0.999946781,~cohort + diet,old ID vs CD,
Mcts1,601.5128491,-0.112083947,0.145219947,-0.771821985,0.440219869,0.999946781,~cohort + diet,old ID vs CD,
Sap25,19.03270486,-0.112130922,0.616697698,-0.181824778,0.855720239,0.999946781,~cohort + diet,old ID vs CD,
Plcxd2,34.66925475,-0.112211625,0.320996114,-0.349573156,0.72665906,0.999946781,~cohort + diet,old ID vs CD,
Tmem9,245.432682,-0.112232768,0.13620649,-0.823989866,0.409945316,0.999946781,~cohort + diet,old ID vs CD,
Mrm1,169.7733646,-0.112335076,0.115238071,-0.974808715,0.329655153,0.999946781,~cohort + diet,old ID vs CD,
Wdr53,138.5883856,-0.112348642,0.134065661,-0.838012072,0.402023923,0.999946781,~cohort + diet,old ID vs CD,
9230112E08Rik,145.5813487,-0.112412089,0.20028133,-0.561270935,0.574612853,0.999946781,~cohort + diet,old ID vs CD,
Scamp3,613.8482812,-0.112417619,0.095906921,-1.172153362,0.241135489,0.999946781,~cohort + diet,old ID vs CD,
mt-Nd2,383457.3413,-0.255183871,0.118402983,-2.155214874,0.031145023,0.999946781,~cohort + diet,old ID vs CD,
Tsga10,331.3569949,-0.112540004,0.14886349,-0.755994662,0.449652396,0.999946781,~cohort + diet,old ID vs CD,
Purg,34.31941024,-0.112566971,0.311324687,-0.361574188,0.717670256,0.999946781,~cohort + diet,old ID vs CD,
Psmd13,1689.350664,-0.112583825,0.079903599,-1.40899567,0.158836449,0.999946781,~cohort + diet,old ID vs CD,
Efcab6,128.9060078,-0.112629248,0.157620648,-0.714558974,0.474881603,0.999946781,~cohort + diet,old ID vs CD,
Gm6563,139.7292014,-0.112732276,0.18400182,-0.612669354,0.54009499,0.999946781,~cohort + diet,old ID vs CD,
Dph7,105.4206567,-0.112769914,0.155239828,-0.726423849,0.467578975,0.999946781,~cohort + diet,old ID vs CD,
Itpkc,125.0698365,-0.112808355,0.187571334,-0.601415751,0.54756311,0.999946781,~cohort + diet,old ID vs CD,
Cdc42bpg,214.7371121,-0.112919096,0.138743369,-0.813870222,0.415719301,0.999946781,~cohort + diet,old ID vs CD,
Tti1,761.2204355,-0.112926042,0.090782261,-1.243921898,0.213528309,0.999946781,~cohort + diet,old ID vs CD,
Ndufb10,4272.389598,-0.112947642,0.074491008,-1.516258757,0.129453936,0.999946781,~cohort + diet,old ID vs CD,
Thoc6,154.6911013,-0.112950021,0.143084789,-0.789392236,0.429882792,0.999946781,~cohort + diet,old ID vs CD,
Krcc1,813.1235532,-0.112961092,0.088288367,-1.279456123,0.200736481,0.999946781,~cohort + diet,old ID vs CD,
Pfdn2,1081.666676,-0.112983318,0.108990141,-1.036637959,0.299904616,0.999946781,~cohort + diet,old ID vs CD,
Nme6,413.6287656,-0.112983738,0.126493066,-0.893201034,0.371749525,0.999946781,~cohort + diet,old ID vs CD,
Bag4,244.0838361,-0.113009005,0.113508405,-0.995600325,0.319444377,0.999946781,~cohort + diet,old ID vs CD,
Twsg1,1710.385325,-0.113026488,0.060014828,-1.883309358,0.059658456,0.999946781,~cohort + diet,old ID vs CD,
Dirc2,1558.725092,-0.113076854,0.077025341,-1.468047443,0.142091336,0.999946781,~cohort + diet,old ID vs CD,
Stra13,295.4300074,-0.113088666,0.122597203,-0.922440833,0.356298679,0.999946781,~cohort + diet,old ID vs CD,
Tgfb2,676.6388834,-0.113102799,0.108631678,-1.04115853,0.297801979,0.999946781,~cohort + diet,old ID vs CD,
Akr1b8,67.10519666,-0.113115588,0.270279855,-0.418512832,0.675572206,0.999946781,~cohort + diet,old ID vs CD,
Stradb,2649.191272,-0.113127819,0.078307654,-1.444658519,0.148553827,0.999946781,~cohort + diet,old ID vs CD,
Wsb2,2114.866541,-0.113128386,0.082041775,-1.378911969,0.167921897,0.999946781,~cohort + diet,old ID vs CD,
Fam20b,1597.938029,-0.113133948,0.100530105,-1.125373824,0.260430659,0.999946781,~cohort + diet,old ID vs CD,
Rmdn1,792.3702332,-0.113240445,0.078016856,-1.4514869,0.146644327,0.999946781,~cohort + diet,old ID vs CD,
Tmem248,1193.145968,-0.113241869,0.100104575,-1.131235696,0.257955901,0.999946781,~cohort + diet,old ID vs CD,
Bbc3,28.22399188,-0.113252855,0.33002446,-0.343165035,0.731474307,0.999946781,~cohort + diet,old ID vs CD,
Thbs1,746.0165719,-0.113262023,0.37554935,-0.301590253,0.76296444,0.999946781,~cohort + diet,old ID vs CD,
Rnaseh2b,131.935817,-0.113287224,0.138275065,-0.819288888,0.412621611,0.999946781,~cohort + diet,old ID vs CD,
Gba2,230.9034541,-0.113295051,0.180293918,-0.628390865,0.52974792,0.999946781,~cohort + diet,old ID vs CD,
Aasdhppt,816.1913099,-0.113303746,0.121945307,-0.929135767,0.352818731,0.999946781,~cohort + diet,old ID vs CD,
Nudcd3,1941.126387,-0.113347183,0.072825071,-1.556430799,0.119605686,0.999946781,~cohort + diet,old ID vs CD,
Nphp1,677.0927207,-0.11342022,0.126306973,-0.897972752,0.369200077,0.999946781,~cohort + diet,old ID vs CD,
Sema6c,1189.995947,-0.113440971,0.13130088,-0.863977233,0.387600397,0.999946781,~cohort + diet,old ID vs CD,
Otulin,387.3447122,-0.113442064,0.120470173,-0.941660999,0.346366229,0.999946781,~cohort + diet,old ID vs CD,
Krtcap2,390.2236279,-0.113448621,0.174967383,-0.648398686,0.51672712,0.999946781,~cohort + diet,old ID vs CD,
2610203C22Rik,27.745919,-0.113467616,0.283085562,-0.400824454,0.688549373,0.999946781,~cohort + diet,old ID vs CD,
Itfg1,2228.410265,-0.113478097,0.091948643,-1.234146503,0.217148318,0.999946781,~cohort + diet,old ID vs CD,
Cmtm7,100.4681367,-0.113499702,0.181478917,-0.625415358,0.531698485,0.999946781,~cohort + diet,old ID vs CD,
Loh12cr1,275.2884507,-0.113506803,0.149083567,-0.761363613,0.446439915,0.999946781,~cohort + diet,old ID vs CD,
Focad,561.5672204,-0.113626977,0.086512581,-1.313415649,0.189042927,0.999946781,~cohort + diet,old ID vs CD,
Mamdc2,84.25543609,-0.113706065,0.268737419,-0.423112142,0.672213444,0.999946781,~cohort + diet,old ID vs CD,
Serhl,378.7869577,-0.113795039,0.099006816,-1.14936571,0.250405213,0.999946781,~cohort + diet,old ID vs CD,
Entpd6,226.5197849,-0.113856597,0.147632553,-0.771216067,0.440578872,0.999946781,~cohort + diet,old ID vs CD,
Cdh1,92.3931639,-0.113949711,0.782311203,-0.145657777,0.884191555,0.999946781,~cohort + diet,old ID vs CD,
Metap1,2163.801498,-0.113952998,0.065083937,-1.750862094,0.079969668,0.999946781,~cohort + diet,old ID vs CD,
Mbtps2,794.8260739,-0.113959931,0.100739412,-1.131234829,0.257956266,0.999946781,~cohort + diet,old ID vs CD,
Sec11c,494.2153751,-0.113973256,0.146127405,-0.779958121,0.435415526,0.999946781,~cohort + diet,old ID vs CD,
Mir22hg,691.8543316,-0.114025293,0.11874213,-0.960276628,0.33691601,0.999946781,~cohort + diet,old ID vs CD,
Asb15,2444.749489,-0.114113625,0.119252983,-0.956903736,0.338615845,0.999946781,~cohort + diet,old ID vs CD,
Mef2a,5606.200112,-0.114117515,0.089048942,-1.281514559,0.200012989,0.999946781,~cohort + diet,old ID vs CD,
Hcfc1r1,703.7985,-0.114129526,0.1266609,-0.901063597,0.367554507,0.999946781,~cohort + diet,old ID vs CD,
Kcnj8,276.1374314,-0.114188304,0.183289413,-0.622994542,0.533288108,0.999946781,~cohort + diet,old ID vs CD,
Ctif,325.2147598,-0.114236273,0.14085286,-0.811032686,0.4173469,0.999946781,~cohort + diet,old ID vs CD,
Cd24a,9623.375206,-0.114236492,0.118361781,-0.965146783,0.334471297,0.999946781,~cohort + diet,old ID vs CD,
Nip7,354.7433198,-0.114291978,0.11077069,-1.031788985,0.30217098,0.999946781,~cohort + diet,old ID vs CD,
Ubr7,707.7457186,-0.114311293,0.073756999,-1.549836546,0.121180753,0.999946781,~cohort + diet,old ID vs CD,
Smad6,92.6628058,-0.114346344,0.198314993,-0.576589507,0.564216789,0.999946781,~cohort + diet,old ID vs CD,
Uggt1,2644.761045,-0.114354189,0.131768047,-0.867844605,0.385479408,0.999946781,~cohort + diet,old ID vs CD,
Sh3bp4,130.0293473,-0.114415244,0.163132938,-0.701362004,0.483077128,0.999946781,~cohort + diet,old ID vs CD,
AI464131,2518.18176,-0.114419295,0.126524262,-0.904326911,0.365822081,0.999946781,~cohort + diet,old ID vs CD,
Csnk2a1,5249.012951,-0.114423182,0.059345306,-1.928091538,0.053843741,0.999946781,~cohort + diet,old ID vs CD,
Rab28,2681.098739,-0.114484698,0.091567502,-1.250276529,0.211198549,0.999946781,~cohort + diet,old ID vs CD,
Sap18,933.1957146,-0.114495031,0.104133025,-1.099507396,0.27154681,0.999946781,~cohort + diet,old ID vs CD,
Spryd3,200.7869297,-0.114599194,0.119967109,-0.955255112,0.339448702,0.999946781,~cohort + diet,old ID vs CD,
Ipmk,688.7987621,-0.114605127,0.080340734,-1.426488432,0.153727404,0.999946781,~cohort + diet,old ID vs CD,
Fam221b,42.50480618,-0.114642067,0.359221222,-0.319140575,0.749619917,0.999946781,~cohort + diet,old ID vs CD,
Nlrx1,273.2614051,-0.114714653,0.117439893,-0.976794595,0.328670852,0.999946781,~cohort + diet,old ID vs CD,
Siae,269.5005431,-0.114730232,0.099956361,-1.14780321,0.251049812,0.999946781,~cohort + diet,old ID vs CD,
Ide,6253.572012,-0.114739396,0.178820691,-0.641644963,0.521103732,0.999946781,~cohort + diet,old ID vs CD,
Mre11a,495.5820811,-0.114748575,0.098240142,-1.168041629,0.242789974,0.999946781,~cohort + diet,old ID vs CD,
Lmbr1,476.4688082,-0.1147575,0.108169328,-1.060906099,0.288732577,0.999946781,~cohort + diet,old ID vs CD,
Fitm2,3114.650806,-0.11479201,0.095761905,-1.198723126,0.230635623,0.999946781,~cohort + diet,old ID vs CD,
Hscb,124.295949,-0.114856182,0.1698125,-0.676370594,0.498805383,0.999946781,~cohort + diet,old ID vs CD,
Tmem233,5062.618013,-0.114879465,0.156776295,-0.732760429,0.46370456,0.999946781,~cohort + diet,old ID vs CD,
Twf1,398.9922196,-0.114902507,0.132290079,-0.868564812,0.385085208,0.999946781,~cohort + diet,old ID vs CD,
Tmem87a,1848.323309,-0.114972585,0.102599562,-1.120595279,0.262460176,0.999946781,~cohort + diet,old ID vs CD,
Arpc3,874.9697851,-0.115075629,0.100474312,-1.145323881,0.252075017,0.999946781,~cohort + diet,old ID vs CD,
Hspa14,42.23682608,-0.115077151,0.265515976,-0.433409515,0.664717289,0.999946781,~cohort + diet,old ID vs CD,
Sema7a,311.0253315,-0.115077519,0.174646433,-0.658917088,0.509949012,0.999946781,~cohort + diet,old ID vs CD,
Psmc1,4318.645859,-0.115130231,0.112773086,-1.02090167,0.307301028,0.999946781,~cohort + diet,old ID vs CD,
Wdr7,1187.128676,-0.115169752,0.08997528,-1.280015489,0.200539689,0.999946781,~cohort + diet,old ID vs CD,
Cyp39a1,236.9941066,-0.115182969,0.140094127,-0.822182715,0.410972915,0.999946781,~cohort + diet,old ID vs CD,
Abat,110.9539074,-0.115207011,0.246477533,-0.467413844,0.64020382,0.999946781,~cohort + diet,old ID vs CD,
Gng11,325.6052025,-0.115256748,0.188052198,-0.612897639,0.539944025,0.999946781,~cohort + diet,old ID vs CD,
Gm5860,169.3019396,-0.115317826,0.191166402,-0.603232704,0.546353894,0.999946781,~cohort + diet,old ID vs CD,
P2rx4,156.7928709,-0.115339991,0.160792615,-0.717321448,0.473175776,0.999946781,~cohort + diet,old ID vs CD,
Serf1,67.29632807,-0.115356675,0.249380337,-0.462573259,0.64367028,0.999946781,~cohort + diet,old ID vs CD,
Lamtor1,1458.122053,-0.115415715,0.083192551,-1.387332324,0.165340451,0.999946781,~cohort + diet,old ID vs CD,
Psmb6,2457.253161,-0.115514498,0.108679904,-1.062887377,0.287833028,0.999946781,~cohort + diet,old ID vs CD,
Rnf185,705.1030022,-0.115535555,0.08632695,-1.338348625,0.180782818,0.999946781,~cohort + diet,old ID vs CD,
Chrnb1,1138.231246,-0.115587664,0.158482151,-0.729341839,0.465792586,0.999946781,~cohort + diet,old ID vs CD,
Iqsec2,290.2745847,-0.115590121,0.1275738,-0.906064739,0.364901587,0.999946781,~cohort + diet,old ID vs CD,
Lsm12,1040.747248,-0.115611589,0.101894534,-1.134620127,0.256534516,0.999946781,~cohort + diet,old ID vs CD,
Them4,248.1272388,-0.115613334,0.127507496,-0.906717944,0.364555972,0.999946781,~cohort + diet,old ID vs CD,
Dgcr6,460.4266413,-0.115651102,0.121069727,-0.955243766,0.339454438,0.999946781,~cohort + diet,old ID vs CD,
Hccs,1175.883699,-0.11570788,0.09677393,-1.195651346,0.231832645,0.999946781,~cohort + diet,old ID vs CD,
Becn1,1627.845113,-0.11574631,0.079771331,-1.450976296,0.146786461,0.999946781,~cohort + diet,old ID vs CD,
Cdk5rap3,541.1892074,-0.115779012,0.115950029,-0.998525081,0.318024809,0.999946781,~cohort + diet,old ID vs CD,
Asns,111.0937767,-0.115859754,0.234410796,-0.494259462,0.621122951,0.999946781,~cohort + diet,old ID vs CD,
Lamtor4,431.7372157,-0.115903128,0.170270957,-0.680698165,0.496062498,0.999946781,~cohort + diet,old ID vs CD,
Mapkap1,1052.280231,-0.115961245,0.084183214,-1.37748655,0.16836187,0.999946781,~cohort + diet,old ID vs CD,
Fkbp8,1736.724663,-0.115976031,0.086141383,-1.34634512,0.178191241,0.999946781,~cohort + diet,old ID vs CD,
Rom1,152.5041814,-0.115990692,0.133513593,-0.868755672,0.384980783,0.999946781,~cohort + diet,old ID vs CD,
1810011O10Rik,661.256215,-0.116050561,0.17733042,-0.654431208,0.512834034,0.999946781,~cohort + diet,old ID vs CD,
Fam45a,327.0291018,-0.116056223,0.121036958,-0.95884947,0.337634583,0.999946781,~cohort + diet,old ID vs CD,
D3Ertd254e,130.1897468,-0.116070483,0.145875312,-0.795682842,0.426216402,0.999946781,~cohort + diet,old ID vs CD,
Wdr13,410.6431605,-0.116080068,0.10638353,-1.091146988,0.27520821,0.999946781,~cohort + diet,old ID vs CD,
Mcrs1,358.8200768,-0.116083617,0.093720596,-1.23861373,0.215488581,0.999946781,~cohort + diet,old ID vs CD,
Frg1,324.5000877,-0.116222819,0.091252188,-1.273644191,0.202789543,0.999946781,~cohort + diet,old ID vs CD,
Mdm2,2025.074736,-0.116229823,0.114177981,-1.017970561,0.308691947,0.999946781,~cohort + diet,old ID vs CD,
Ndufa6,2623.25555,-0.116251105,0.147060256,-0.790499812,0.429235932,0.999946781,~cohort + diet,old ID vs CD,
Casd1,1199.962835,-0.116345855,0.064444455,-1.805366408,0.071017364,0.999946781,~cohort + diet,old ID vs CD,
Cacng6,2342.553267,-0.116399858,0.096032065,-1.212093676,0.225476524,0.999946781,~cohort + diet,old ID vs CD,
Elmod2,540.3940923,-0.116428757,0.083396366,-1.396089099,0.162687666,0.999946781,~cohort + diet,old ID vs CD,
Arpp19,2170.151109,-0.116523034,0.101895835,-1.143550509,0.252810096,0.999946781,~cohort + diet,old ID vs CD,
Prkaa2,8859.430692,-0.116540002,0.106663766,-1.092592232,0.274572875,0.999946781,~cohort + diet,old ID vs CD,
Slc31a1,650.3874503,-0.116571644,0.087754048,-1.328390496,0.184049138,0.999946781,~cohort + diet,old ID vs CD,
Rnf111,419.860497,-0.116756122,0.093440478,-1.249524028,0.211473471,0.999946781,~cohort + diet,old ID vs CD,
Mast3,79.42740178,-0.116864082,0.220120417,-0.530909782,0.595481299,0.999946781,~cohort + diet,old ID vs CD,
Kbtbd13,328.2694545,-0.116900402,0.136143488,-0.858655848,0.390530416,0.999946781,~cohort + diet,old ID vs CD,
H2afj,175.0306491,-0.116922924,0.153679206,-0.760824625,0.446761824,0.999946781,~cohort + diet,old ID vs CD,
Siah2,223.7000836,-0.116961611,0.136366704,-0.857699186,0.39105859,0.999946781,~cohort + diet,old ID vs CD,
Dnajc16,587.6087253,-0.116965681,0.10487709,-1.115264364,0.264737152,0.999946781,~cohort + diet,old ID vs CD,
Parp11,123.9101604,-0.11699188,0.160691333,-0.728053457,0.466580864,0.999946781,~cohort + diet,old ID vs CD,
Synj2bp,2154.958823,-0.117052417,0.087873921,-1.332049556,0.182843905,0.999946781,~cohort + diet,old ID vs CD,
Ebag9,685.4972076,-0.117078545,0.128950193,-0.907936171,0.363911946,0.999946781,~cohort + diet,old ID vs CD,
Fgfr4,32.7291152,-0.117115359,0.33947825,-0.344986339,0.730104641,0.999946781,~cohort + diet,old ID vs CD,
Mall,108.6961484,-0.117115549,0.331749391,-0.353024158,0.724070329,0.999946781,~cohort + diet,old ID vs CD,
Lyplal1,39.68785572,-0.117178056,0.347008178,-0.337680965,0.735603621,0.999946781,~cohort + diet,old ID vs CD,
Nat1,36.83102668,-0.117277501,0.358824784,-0.326837794,0.743790572,0.999946781,~cohort + diet,old ID vs CD,
Lrrc74b,52.95071843,-0.117309157,0.257922248,-0.454823721,0.649236064,0.999946781,~cohort + diet,old ID vs CD,
Cap2,10263.20444,-0.117310963,0.070486016,-1.664315421,0.096049412,0.999946781,~cohort + diet,old ID vs CD,
Snx24,268.8841123,-0.117396664,0.125786063,-0.933304221,0.350662917,0.999946781,~cohort + diet,old ID vs CD,
Fopnl,2154.542152,-0.117414887,0.117020897,-1.003366833,0.315683901,0.999946781,~cohort + diet,old ID vs CD,
Dvl3,539.7980737,-0.117496279,0.08943053,-1.313827383,0.1889043,0.999946781,~cohort + diet,old ID vs CD,
Prdm15,237.065184,-0.117538782,0.134745933,-0.872299292,0.383045124,0.999946781,~cohort + diet,old ID vs CD,
Bax,180.6425698,-0.117600629,0.134054959,-0.877256835,0.380347152,0.999946781,~cohort + diet,old ID vs CD,
Psen2,146.3129778,-0.117606196,0.161532294,-0.728066157,0.466573089,0.999946781,~cohort + diet,old ID vs CD,
Tmem189,332.9726834,-0.117627191,0.104198939,-1.128871296,0.258952131,0.999946781,~cohort + diet,old ID vs CD,
Pdcl,587.1231563,-0.117632173,0.093478349,-1.258389497,0.208250928,0.999946781,~cohort + diet,old ID vs CD,
Rel,337.1262413,-0.117649733,0.155716937,-0.755535879,0.449927513,0.999946781,~cohort + diet,old ID vs CD,
Ankra2,384.7705858,-0.117759894,0.115581403,-1.018848111,0.308275081,0.999946781,~cohort + diet,old ID vs CD,
Srp54a,3913.276524,-0.117838822,0.077660199,-1.517364407,0.129174705,0.999946781,~cohort + diet,old ID vs CD,
Spry4,154.0553166,-0.117872624,0.221191445,-0.532898657,0.594103735,0.999946781,~cohort + diet,old ID vs CD,
6330416G13Rik,410.6352357,-0.117915279,0.106953013,-1.102496094,0.270246056,0.999946781,~cohort + diet,old ID vs CD,
Tmed1,604.4106641,-0.11793225,0.117568991,-1.003089752,0.315817559,0.999946781,~cohort + diet,old ID vs CD,
Maf,5179.718746,-0.118011636,0.127223708,-0.927591548,0.353619483,0.999946781,~cohort + diet,old ID vs CD,
Mob4,2241.837227,-0.118019344,0.080532472,-1.465487664,0.142787916,0.999946781,~cohort + diet,old ID vs CD,
Nup93,335.9429317,-0.118030479,0.093642933,-1.260431259,0.207513831,0.999946781,~cohort + diet,old ID vs CD,
