correlation_method,metabolite_tissue,metabolite,cytokine_sampling_tissue,cytokine,cytokine_measurement,n,n_unique_samples,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,cytokine_min,cytokine_max
pearson,Liver,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",portal blood,IL-6,mfi,8,8,0.09914891376464663,0.8153105487026612,0.9690321937146014,7859782.49412209,693712350.735734,4212.57422,82863.64844
pearson,Liver,Argininosuccinic acid,systemic blood,IL-1a,concentration_pg_ml,13,13,0.07194797818040169,0.8153151834316354,0.9690321937146014,2148172.84104958,18002694.3402945,8.102720967125885,325.5216403276355
pearson,Liver,alpha-Ketoisovaleric acid,portal blood,IL-17A,concentration_pg_ml,4,4,-0.1846812044012927,0.8153187955987073,0.9690321937146014,89436.6986919416,302431.221654029,11.689201474353736,34.287789395062916
pearson,Muscle,6-(Methylthio)hexyl isothiocyanate,portal blood,TNF-alpha,mfi,8,8,-0.09913081984721972,0.8153438111754996,0.9690321937146014,21291.3149047217,795003.407847689,2677.86475,14788.66895
pearson,Muscle,Diphenylamine,systemic blood,IFN-gamma,mfi,14,14,0.06874059980817332,0.8153742533871041,0.9690321937146014,169122.067560271,1031088.59374584,1067.5177,25376.40039
pearson,Liver,Sedoheptulose,portal blood,GDF-15,mfi,8,8,-0.09910360317565738,0.8153938446751724,0.9690321937146014,94031.9817825971,927527.678503514,98623.61719,358836.4375
pearson,Liver,"(2Z,4E,6E,8E,10E,12E,14Z)-15-(6-Hydroxy-4,4,7a-trimethyl-2,4,5,6,7,7a-hexahydro-1-benzofuran-2-yl)-2,6,11-trimethyl-2,4,6,8,10,12,14-hexadecaheptaenal",systemic blood,IFN-gamma,concentration_pg_ml,5,5,-0.14549231437297797,0.8154090732015471,0.9690321937146014,51338.3352307118,1750346.43310049,11.89636537814015,713.1829157063515
pearson,Liver,Buterizine,systemic blood,IFN-gamma,concentration_pg_ml,5,5,-0.14549231437297797,0.8154090732015471,0.9690321937146014,51338.3352307118,1750346.43310049,11.89636537814015,713.1829157063515
pearson,Liver,Lomefloxacin,systemic blood,IL-7,mfi,14,14,-0.06872291569295444,0.8154210047358399,0.9690321937146014,90995.3027531516,142778.507207507,1924.44104,4585.66553
pearson,Muscle,"PS(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",portal blood,IL-17F,concentration_pg_ml,3,3,-0.28588607567058755,0.8154242126590701,0.9690321937146014,240225.761292726,604964.913661011,24.621261975161335,748.6666386884577
pearson,Muscle,Homo-L-arginine,systemic blood,TNF-alpha,mfi,14,14,0.06872142790090319,0.8154249380253826,0.9690321937146014,313117.169732865,1522501.37088467,938.71515,3738.94946
pearson,Muscle,Atraton,portal blood,IL-1a,mfi,8,8,-0.0990798956798475,0.8154374275604908,0.9690321937146014,1255865.32043984,4140916.01953034,0,18407.25
pearson,Liver,D-PANTOTHENIC ACID,systemic blood,IL-17A,concentration_pg_ml,4,4,-0.18455241282785445,0.8154475871721456,0.9690321937146014,71460.0237418418,830419.573497812,12.814446799875316,24.97808587839473
pearson,Liver,trans-trans-Muconic acid,portal blood,IL-17A,mfi,8,8,0.09906774827516948,0.8154597590099286,0.9690321937146014,7089.14305712552,461209.913858605,2803.75122,3637.98047
pearson,Liver,Deoxyinosine,systemic blood,IL-1a,mfi,14,14,-0.06870058142517127,0.8154800504701031,0.9690321937146014,92820.0242124555,857797.769748569,1950.86621,33647.1875
pearson,Liver,Tridecanoic acid,systemic blood,IL-6,mfi,14,14,-0.06869752480203649,0.8154881314217982,0.9690321937146014,966529.663376204,3707507.91542961,1981.80176,13671.38867
pearson,Muscle,"3,4-Dihydroxyhydrocinnamic acid",systemic blood,IL-7,mfi,14,14,-0.06869349280802994,0.8154987910376796,0.9690321937146014,2190985.09788403,7505024.26069306,1924.44104,4585.66553
pearson,Liver,gln-ser,portal blood,IL-17A,concentration_pg_ml,4,4,-0.1844931114455944,0.8155068885544056,0.9690321937146014,644932.677656441,1814322.3308584,11.689201474353736,34.287789395062916
pearson,Muscle,trans-4-Hydroxycyclohexylacetic acid,portal blood,IL-17F,mfi,8,8,-0.09903291771974643,0.8155237911319406,0.9690321937146014,108162.635993575,440909.197220891,811.51361,62971.27344
pearson,Liver,N-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]formamide,systemic blood,IL-6,mfi,14,14,-0.06868049825812758,0.8155331456830858,0.9690321937146014,252261.124241503,30533544.8246291,1981.80176,13671.38867
pearson,Muscle,L-Valine,systemic blood,TNF-alpha,mfi,14,14,-0.06868040694550458,0.8155333870940598,0.9690321937146014,27315986.5780889,418125632.792074,938.71515,3738.94946
pearson,Liver,12-oxo-PDA,systemic blood,IL-17A,mfi,14,14,-0.0686800459994893,0.8155343413579923,0.9690321937146014,563751.657670034,2893751.0506914,2236.69092,3499.0564
pearson,Liver,Succinic semialdehyde,systemic blood,TNF-alpha,mfi,14,14,-0.06867780069570338,0.8155402774654888,0.9690321937146014,1242114.43102668,5701727.70360729,938.71515,3738.94946
pearson,Liver,asn-lys,portal blood,IFN-gamma,mfi,8,8,-0.09901924073346757,0.8155489350017873,0.9690321937146014,22767.8446361884,964439.53886507,725.81201,6794.41602
pearson,Muscle,2-Octenoic acid,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.0755177250146798,0.815561507815419,0.9690321937146014,114767.402561866,388356.768309376,3.47434991240654,39.26422696065878
pearson,Muscle,Octyl hydrogen phthalate,portal blood,IL-7,concentration_pg_ml,7,7,-0.10929028448937472,0.8155691231234216,0.9690321937146014,3474491.42002431,13938224.1301499,0.36610414828367166,3.4675308683376382
pearson,Muscle,Aminoadipic acid,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.0990063341097406,0.8155726627577368,0.9690321937146014,348119.490198636,1227423.95461288,24.992408060414455,171.61157708184535
pearson,Muscle,Dimethyl trisulfide,systemic blood,IL-1a,concentration_pg_ml,13,13,0.0718451328366207,0.8155751011228268,0.9690321937146014,2537034.3136434,197234906.793209,8.102720967125885,325.5216403276355
pearson,Liver,Azlocillin,portal blood,IL-17A,concentration_pg_ml,4,4,0.18441995239275236,0.8155800476072477,0.9690321937146014,251700.94241492,4299651.94018918,11.689201474353736,34.287789395062916
pearson,Muscle,"PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",portal blood,TNF-alpha,concentration_pg_ml,8,8,-0.09900026640057089,0.8155838177795066,0.9690321937146014,1397491.36555481,84293847.73265,24.992408060414455,171.61157708184535
pearson,Liver,"1,1,6-Trimethyl-1,2-dihydronaphthalene",portal blood,IL-1a,mfi,8,8,-0.09898866513973804,0.8156051458904539,0.9690321937146014,743082.127568781,2354155.15383485,0,18407.25
pearson,Muscle,Azelaic acid,systemic blood,IFN-gamma,mfi,14,14,-0.06865134478975049,0.8156102219681376,0.9690321937146014,1787595.83884844,3225497.92554846,1067.5177,25376.40039
pearson,Muscle,L-Homocysteic acid,systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.07549143868698256,0.815624734238605,0.9690321937146014,1045313.42685471,3656917.80530597,3.47434991240654,39.26422696065878
pearson,Liver,N-Acetylneuraminic acid,portal blood,TNF-alpha,concentration_pg_ml,8,8,-0.09897535155435408,0.8156296221128871,0.9690321937146014,788136.996715469,2759888.42843872,24.992408060414455,171.61157708184535
pearson,Muscle,4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone,systemic blood,IL-6,mfi,14,14,-0.06864273124427382,0.8156329948583546,0.9690321937146014,174867.51656616,530449.607539868,1981.80176,13671.38867
pearson,Muscle,Chenodeoxycholic acid,portal blood,IL-6,mfi,8,8,-0.09896420397822314,0.8156501163583785,0.9690321937146014,13926.9385751407,126961.407682849,4212.57422,82863.64844
pearson,Liver,(E)-3-O-Methyl entacapone,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.0989550834638932,0.8156668840229144,0.9690321937146014,21116.7903093821,164297.449281078,24.992408060414455,171.61157708184535
pearson,Muscle,Xanthylic acid,portal blood,IL-17A,mfi,8,8,0.09895432637275609,0.8156682759044261,0.9690321937146014,5182637.29194404,8565088.7136877,2803.75122,3637.98047
pearson,Liver,1-(1Z-hexadecenyl)-2-oleoyl-sn-glycero-3-phosphoethanolamine,systemic blood,IL-1a,mfi,14,14,0.0686251331798238,0.8156795218562165,0.9690321937146014,1314904.54737079,4527529.16568276,1950.86621,33647.1875
pearson,Muscle,LysoPC(14:0/0:0),portal blood,GDF-15,concentration_pg_ml,8,8,0.09893911550566588,0.8156962405591515,0.9690371395686319,590577.42745515,1671572.47395989,539.243926392015,2125.05514624343
pearson,Muscle,Cortexolone,portal blood,IL-17F,concentration_pg_ml,3,3,-0.28545502916630483,0.8157105580055999,0.9690392326510313,98246.9898546375,177787.194582921,24.621261975161335,748.6666386884577
pearson,Liver,Adenosine diphosphate (ADP),portal blood,IL-10,concentration_pg_ml,4,4,-0.1842295540463868,0.8157704459536131,0.9690720738011784,171082.453769588,511395.023671764,51.44777336431313,1101.7441425819327
pearson,Liver,Arabinonic acid,portal blood,IL-7,concentration_pg_ml,7,7,-0.10916654220476324,0.8157754462908918,0.9690720738011784,3081495.42920654,22281318.5208659,0.36610414828367166,3.4675308683376382
pearson,Muscle,tenocyclidine,portal blood,IL-17A,mfi,8,8,-0.09889580259584313,0.8157758707817617,0.9690720738011784,2485.79578338926,4040.73514194717,2803.75122,3637.98047
pearson,Liver,5-Hydroxyisourate,portal blood,IL-6,concentration_pg_ml,8,8,-0.09888831692097488,0.8157896332375214,0.9690735069456367,721614.153667778,1698994.50338995,52.928190916086855,2630.567917196553
pearson,Liver,Nitrosoheptamethyleneimine,systemic blood,TNF-alpha,mfi,14,14,0.0685724633830835,0.8158187773341358,0.9690735370862965,5778237.06654668,11270660.5124029,938.71515,3738.94946
pearson,Liver,AMPA,portal blood,IL-6,mfi,8,8,-0.09886472308773174,0.8158330109031903,0.9690735370862965,118437.664699674,238942.299155814,4212.57422,82863.64844
pearson,Muscle,1-Phenylethanol,portal blood,IL-10,mfi,8,8,-0.09886236071426048,0.8158373541897062,0.9690735370862965,23262.0289350977,92701868.5269736,2581.14136,23233.7168
pearson,Muscle,Tetrahydrodeoxycorticosterone,systemic blood,IL-17F,mfi,14,14,0.06856201374168024,0.8158464060994831,0.9690735370862965,61554.4895512024,607928.739580935,1297.72559,11042.40039
pearson,Liver,sphingosine d20:1,systemic blood,IL-7,mfi,14,14,0.06855846130216704,0.8158557987654416,0.9690735370862965,43918.4460302186,8668584.92861812,1924.44104,4585.66553
pearson,Liver,Ceramide (d18:1/16:0),portal blood,IL-7,concentration_pg_ml,7,7,0.10911283712696443,0.8158649947239359,0.9690735370862965,12347616.0303813,34600580.0581449,0.36610414828367166,3.4675308683376382
pearson,Liver,"PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",portal blood,IL-17F,concentration_pg_ml,3,3,-0.28515171571624437,0.815912026946926,0.9691144868305722,138412.461546627,223457.389430466,24.621261975161335,748.6666386884577
pearson,Liver,Trepibutone,systemic blood,IL-6,mfi,14,14,-0.06852318652193409,0.8159490666891438,0.9691275847397067,189544.074106195,2986813.03739332,1981.80176,13671.38867
pearson,Liver,all-trans-Retinoic acid,systemic blood,TNF-alpha,mfi,14,14,-0.06851253922211253,0.8159772190189629,0.9691275847397067,2044746.7236501,23825651.7604693,938.71515,3738.94946
pearson,Muscle,Acetylcarnitine,systemic blood,IFN-gamma,mfi,14,14,0.06851096889864748,0.8159813710998433,0.9691275847397067,38077.8496185628,1651803.0601057,1067.5177,25376.40039
pearson,Muscle,PC(14:1(9Z)/16:1(9Z)),systemic blood,IL-17F,mfi,14,14,-0.0685107958838084,0.8159818285673984,0.9691275847397067,36979.8480910634,629499.144015441,1297.72559,11042.40039
pearson,Liver,N2-Acetylornithine,portal blood,IL-6,mfi,8,8,-0.09878074996782478,0.8159874002347822,0.9691275847397067,50619.1808340717,1210760.00750875,4212.57422,82863.64844
pearson,Liver,Ethylmalonic acid,systemic blood,IL-7,concentration_pg_ml,10,10,0.08472049190691194,0.8159983945881037,0.9691275847397067,139833.188941292,471458.681388329,0.2533119267556477,2.5477463523373465
pearson,Liver,Lysyltyrosine,systemic blood,IL-6,mfi,14,14,0.06847127218690421,0.8160863343778375,0.9692143149963046,257801.679606432,822533.642197966,1981.80176,13671.38867
pearson,Liver,Cer(d18:1/14:0),portal blood,GDF-15,mfi,8,8,-0.09871473355659639,0.8161087787739141,0.9692143149963046,373917.970268109,1928990.51559251,98623.61719,358836.4375
pearson,Liver,Citicoline,portal blood,IL-17F,concentration_pg_ml,3,3,0.28478989846619307,0.8161523308791611,0.9692143149963046,5574979.28113573,6857509.98172452,24.621261975161335,748.6666386884577
pearson,Liver,Dehydroascorbic acid,portal blood,IL-10,concentration_pg_ml,4,4,-0.1838377911700448,0.8161622088299552,0.9692143149963046,7534594.84548374,27025430.531696,51.44777336431313,1101.7441425819327
pearson,Liver,"LysoPC(18:3(6Z,9Z,12Z)/0:0)",portal blood,GDF-15,concentration_pg_ml,8,8,-0.09867140323269788,0.8161884481468045,0.9692143149963046,789731.227303904,2848932.70120309,539.243926392015,2125.05514624343
pearson,Liver,verofylline,portal blood,GDF-15,concentration_pg_ml,8,8,-0.09867140323269788,0.8161884481468045,0.9692143149963046,789731.227303904,2848932.70120309,539.243926392015,2125.05514624343
pearson,Liver,Methacholine,portal blood,GDF-15,mfi,8,8,-0.09866354202056618,0.816202902325181,0.9692143149963046,8254282.4434679,321000680.691427,98623.61719,358836.4375
pearson,Muscle,"PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",systemic blood,GDF-15,concentration_pg_ml,14,14,-0.06842551763454652,0.8162073189315936,0.9692143149963046,105667.905925528,8012337.17035392,92.8383732140298,669.743133000196
pearson,Liver,Uracil,systemic blood,IL-17A,concentration_pg_ml,4,4,0.1837841061608674,0.8162158938391326,0.9692143149963046,6056784.94452071,14295558.9110798,12.814446799875316,24.97808587839473
pearson,Muscle,L-Acetylcarnitine,portal blood,IL-10,concentration_pg_ml,4,4,-0.18377037932259807,0.8162296206774019,0.9692143149963046,336033458.836368,462744258.228849,51.44777336431313,1101.7441425819327
pearson,Liver,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)",portal blood,IL-6,mfi,8,8,0.09864866380286587,0.8162302585882343,0.9692143149963046,848729.623351543,1766733.93160828,4212.57422,82863.64844
pearson,Muscle,"2,4-Diaminobutanoic acid",portal blood,IL-17F,concentration_pg_ml,3,3,-0.28465761862854755,0.8162401789035051,0.9692143149963046,2078983.47078737,5259030.370075,24.621261975161335,748.6666386884577
pearson,Muscle,Carbamoyl phosphate,systemic blood,IFN-gamma,concentration_pg_ml,5,5,-0.14482441950806096,0.8162504563751989,0.9692143149963046,868102.456017426,1485409.65699071,11.89636537814015,713.1829157063515
pearson,Liver,2-Phenylbutyric acid,systemic blood,GDF-15,concentration_pg_ml,14,14,0.06840780747824796,0.816254149290445,0.9692143149963046,3019561.63630879,5379395.66705243,92.8383732140298,669.743133000196
pearson,Liver,Hydrocinnamic acid,systemic blood,GDF-15,mfi,14,14,0.06840551285921292,0.8162602169145705,0.9692143149963046,512918.682760901,5026427.93835835,20122.66992,120830.39062
pearson,Liver,JH-III,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.06840092584111827,0.8162723463212593,0.9692143149963046,312940.536100633,858827.940262982,92.8383732140298,669.743133000196
pearson,Muscle,2-Methylhippuric acid,systemic blood,IL-17F,mfi,14,14,0.06837837631275316,0.8163319743725727,0.9692201622491767,325167.890322139,25262941.1313758,1297.72559,11042.40039
pearson,Liver,Mevalonic acid,systemic blood,IL-10,mfi,14,14,-0.06836197757230607,0.8163753383846033,0.9692201622491767,1514494.3490727,212210404.150087,2005.2179,4715.10449
pearson,Liver,D-Alanine,portal blood,IL-17A,mfi,8,8,0.0985694515837768,0.8163759071437047,0.9692201622491767,462000.432781466,1386217.49091747,2803.75122,3637.98047
pearson,Liver,Heptyl 4-hydroxybenzoate,portal blood,IL-17A,mfi,8,8,0.09855865673529064,0.8163957561302003,0.9692201622491767,328652.853373632,609723.604472689,2803.75122,3637.98047
pearson,Liver,oxiracetam,portal blood,IL-10,concentration_pg_ml,4,4,-0.18359474445361568,0.8164052555463843,0.9692201622491767,3441590.21792265,7912340.02316852,51.44777336431313,1101.7441425819327
pearson,Muscle,Aflatoxin B1,portal blood,IL-6,mfi,8,8,-0.0985530633493419,0.8164060409808379,0.9692201622491767,9318.12884630215,29350.0139431802,4212.57422,82863.64844
pearson,Liver,"N-(2,2,4,4-Tetramethyl-3-thietanyl)alaninamide",portal blood,IL-17F,concentration_pg_ml,3,3,-0.2843891483795773,0.8164184609294983,0.9692201622491767,23071.928573077,94919.1201777186,24.621261975161335,748.6666386884577
pearson,Muscle,LysoPC(14:0/0:0),portal blood,GDF-15,mfi,8,8,0.09852700580444244,0.8164539546502942,0.9692201622491767,590577.42745515,1671572.47395989,98623.61719,358836.4375
pearson,Muscle,Acetylcarnitine,portal blood,IL-1a,mfi,8,8,-0.0985267784337341,0.8164543727335017,0.9692201622491767,43420.5850676368,1362757.59167696,0,18407.25
pearson,Muscle,3-Methyluric acid,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.09852511900436366,0.8164574240492107,0.9692201622491767,17507.0147759003,1068785.84735454,24.992408060414455,171.61157708184535
pearson,Liver,Glutaconic acid,systemic blood,IL-17F,mfi,14,14,-0.06833049332844081,0.8164585951190477,0.9692201622491767,1780541.42002261,13210929.2658563,1297.72559,11042.40039
pearson,Muscle,N-Acetyl-L-phenylalanine,systemic blood,IL-1a,mfi,14,14,0.06832631171701048,0.8164696530811406,0.9692201622491767,115728.350701794,280694.900508404,1950.86621,33647.1875
pearson,Muscle,Salbutamol,systemic blood,IL-6,concentration_pg_ml,6,6,0.12297215968012301,0.8164715623285085,0.9692201622491767,3578586.87333471,7391407.38806768,20.169297065345663,377.91436816350176
pearson,Liver,gemeprost,portal blood,IL-6,mfi,8,8,-0.09850746133837883,0.8164898926324784,0.9692201622491767,69086.07771293,4851172.24414549,4212.57422,82863.64844
pearson,Muscle,Uracil,portal blood,IL-7,mfi,8,8,-0.09850578751967833,0.8164929704305817,0.9692201622491767,1817574.44618821,21207333.5851799,1479.40015,5392.10449
pearson,Liver,10-Hydroxydecanoic acid,systemic blood,IL-17A,mfi,14,14,0.06831309819276944,0.8165045954771433,0.9692201622491767,232034.622499445,761146.807979654,2236.69092,3499.0564
pearson,Liver,3-hydroxy-3-methyloxindole,portal blood,IL-10,concentration_pg_ml,4,4,0.18346233258584269,0.8165376674141573,0.9692201622491767,13913.6994047571,152554.955854542,51.44777336431313,1101.7441425819327
pearson,Muscle,"(3r,4s)-Tofacitinib",portal blood,IFN-gamma,mfi,8,8,-0.0984775790287043,0.8165448401797223,0.9692201622491767,57594.3258342867,3427978.66182996,725.81201,6794.41602
pearson,Liver,Bethanechol,portal blood,IL-1a,concentration_pg_ml,7,7,-0.10870343283639983,0.8165476922176619,0.9692201622491767,1072231.41588398,1867688.05080576,19.443753480309937,172.42545557283944
pearson,Muscle,Citrulline,portal blood,IL-6,concentration_pg_ml,8,8,-0.0984711968712814,0.8165565757660884,0.9692201622491767,4147101.25249671,9473181.11953328,52.928190916086855,2630.567917196553
pearson,Muscle,5'-Methylthioadenosine,systemic blood,IL-17A,concentration_pg_ml,4,4,0.18342814181690106,0.8165718581830989,0.9692201622491767,1398984.28658699,2007594.833916,12.814446799875316,24.97808587839473
pearson,Muscle,10-Hydroxydecanoic acid,portal blood,IL-7,concentration_pg_ml,7,7,0.10868220211852059,0.8165830977798679,0.9692201622491767,80025.3406758114,395189.464467963,0.36610414828367166,3.4675308683376382
pearson,Liver,c19:4,portal blood,TNF-alpha,mfi,8,8,0.0984559621232693,0.8165845897209003,0.9692201622491767,513982.805138072,1749165.24156093,2677.86475,14788.66895
pearson,Muscle,"2',4'-Dihydroxyacetophenone",portal blood,IL-1a,concentration_pg_ml,7,7,-0.10867168651765657,0.8166006342905312,0.9692201622491767,304377.681585531,747656.234414356,19.443753480309937,172.42545557283944
pearson,Muscle,Dihydrojasmone,portal blood,IL-7,concentration_pg_ml,7,7,-0.1086707124557493,0.8166022587035933,0.9692201622491767,29599.3473376594,482787.822203599,0.36610414828367166,3.4675308683376382
pearson,Liver,"PG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",systemic blood,IL-6,concentration_pg_ml,6,6,-0.12286171985265937,0.8166347191870634,0.9692201622491767,21399.4315861359,712383.59478592,20.169297065345663,377.91436816350176
pearson,Muscle,Gabapentin,systemic blood,IFN-gamma,mfi,14,14,0.06825443663207004,0.8166597263865178,0.9692201622491767,30180.7399802962,182400.492124961,1067.5177,25376.40039
pearson,Muscle,L-Allothreonine,portal blood,TNF-alpha,concentration_pg_ml,8,8,0.0984148069423526,0.8166602675269028,0.9692201622491767,3779528.06366523,12680195.0687551,24.992408060414455,171.61157708184535
pearson,Liver,"PC(18:0/18:3(9Z,12Z,15Z))",portal blood,TNF-alpha,concentration_pg_ml,8,8,-0.0984033752063319,0.8166812888837472,0.9692201622491767,14034706.3226678,27517121.3554356,24.992408060414455,171.61157708184535
pearson,Muscle,4-Hydroxy-5-methyl-3-furanone,portal blood,IL-10,mfi,8,8,0.09839448041665544,0.8166976452186753,0.9692201622491767,616223.847407123,3352113.83541988,2581.14136,23233.7168
pearson,Muscle,10Z-Heptadecenoic acid,systemic blood,IL-10,mfi,14,14,-0.06823963347148464,0.8166988744349714,0.9692201622491767,2413295.76123791,7995475.61973561,2005.2179,4715.10449
pearson,Liver,Isoleucylproline,systemic blood,IL-1a,concentration_pg_ml,13,13,0.0713982099159144,0.8167047963754722,0.9692201622491767,2619957.82573612,14531468.6667895,8.102720967125885,325.5216403276355
pearson,Liver,irganox 330,portal blood,IL-17A,mfi,8,8,-0.098364199810804,0.8167533276579975,0.9692201622491767,164923.476080459,584323.683333524,2803.75122,3637.98047
pearson,Liver,2-Butylfuran,portal blood,IL-17A,concentration_pg_ml,4,4,0.18323433269013215,0.8167656673098679,0.9692201622491767,3456304.82164684,5012565.21248639,11.689201474353736,34.287789395062916
pearson,Liver,p-Xylene,portal blood,IL-17A,concentration_pg_ml,4,4,0.18323433269013215,0.8167656673098679,0.9692201622491767,3456304.82164684,5012565.21248639,11.689201474353736,34.287789395062916
pearson,Muscle,METOQUIZINE,systemic blood,GDF-15,concentration_pg_ml,14,14,-0.06820662121720746,0.8167861792036936,0.9692201622491767,9057.91987098634,332458.499770234,92.8383732140298,669.743133000196
pearson,Liver,"3-Acetyl-2,7-naphthyridine",portal blood,IL-6,concentration_pg_ml,8,8,-0.09834547675982006,0.8167877574611745,0.9692201622491767,631300.008438376,1677744.26557932,52.928190916086855,2630.567917196553
pearson,Liver,Phosphorylcholine,systemic blood,IL-6,mfi,14,14,0.06820485386712566,0.8167908532234628,0.9692201622491767,133558512.836384,709541727.238524,1981.80176,13671.38867
pearson,Muscle,Clefamide,systemic blood,IL-6,concentration_pg_ml,6,6,0.12273284874050668,0.8168251109503267,0.9692201622491767,22735.831620384,92425.2250562877,20.169297065345663,377.91436816350176
pearson,Muscle,Cytidine,portal blood,TNF-alpha,mfi,8,8,0.09831616792002534,0.816841653976894,0.9692201622491767,173178.574055124,844492.375041427,2677.86475,14788.66895
pearson,Muscle,SM(d18:1/23:0),systemic blood,IL-17F,mfi,14,14,-0.0681855101907224,0.8168420108185267,0.9692201622491767,21007.7328531038,624377.401801353,1297.72559,11042.40039
pearson,Liver,Methylimidazole acetaldehyde,portal blood,IL-6,mfi,8,8,0.09831064263493683,0.8168518145863395,0.9692201622491767,2450728.97783673,14560855.4722458,4212.57422,82863.64844
pearson,Muscle,2-Amino-6-purinethiol,systemic blood,IL-17A,concentration_pg_ml,4,4,0.18314610698507391,0.8168538930149261,0.9692201622491767,71297.2236445295,140238.00209829,12.814446799875316,24.97808587839473
pearson,Muscle,Artemether,systemic blood,IFN-gamma,mfi,14,14,0.06817631055413942,0.816866341037596,0.9692201622491767,25964.0901564154,385917.097484285,1067.5177,25376.40039
pearson,Liver,Methyl 2-[(methylsulfonyl)amino]benzoate,portal blood,IFN-gamma,mfi,8,8,-0.09830105579377484,0.8168694441637383,0.9692201622491767,919114.004988842,25740821.680685,725.81201,6794.41602
pearson,Liver,L-Fucose,portal blood,IL-7,mfi,8,8,-0.09829430824024868,0.8168818525160702,0.9692201622491767,2132764.42783044,3072053.6041851,1479.40015,5392.10449
pearson,Liver,Isosorbide Mononitrate,portal blood,IL-17F,concentration_pg_ml,3,3,0.28367573287913717,0.8168921441559103,0.9692201622491767,31621331.456748106,37112234.8502671,24.621261975161335,748.6666386884577
pearson,Liver,"(6Z,9Z,12Z,15Z,23R,29S)-26,29,30-Trihydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphatriaconta-6,9,12,15-tetraen-23-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",systemic blood,IL-6,concentration_pg_ml,6,6,-0.12268177106930048,0.8169005738359478,0.9692201622491767,84858.4995736005,316271.737781728,20.169297065345663,377.91436816350176
pearson,Liver,Glutarylglycine,portal blood,IL-7,mfi,8,8,0.09828339077977857,0.8169019291513404,0.9692201622491767,8168188.0899564,99076927.4499336,1479.40015,5392.10449
pearson,Liver,Deoxyinosine,portal blood,IL-17A,mfi,8,8,0.09828015792548767,0.8169078742169493,0.9692201622491767,70691.611505751,249302.831329236,2803.75122,3637.98047
pearson,Liver,"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",systemic blood,TNF-alpha,concentration_pg_ml,12,12,0.07495397089126041,0.8169177247296378,0.9692201622491767,368312.44472081,1024039.03168168,3.47434991240654,39.26422696065878
pearson,Muscle,L-Asparagine,systemic blood,TNF-alpha,mfi,14,14,-0.06813646822321062,0.8169717135607228,0.9692546189346201,619256.690845224,1804880.94500475,938.71515,3738.94946
pearson,Liver,7-Dehydrocholesterol,systemic blood,IFN-gamma,concentration_pg_ml,5,5,0.14424490065112688,0.8169805749005691,0.9692546189346201,78269.6221953626,2053558.64971687,11.89636537814015,713.1829157063515
pearson,Liver,"3,4-Dihydrocadalene",systemic blood,IL-7,mfi,14,14,0.06812544366056975,0.8170008711472159,0.9692546189346201,272693.526262411,3257845.34157714,1924.44104,4585.66553
pearson,Liver,Valine-C13N15,systemic blood,IL-7,concentration_pg_ml,10,10,0.08425178120522062,0.817001899949459,0.9692546189346201,667542.4330951264,928448.292810504,0.2533119267556477,2.5477463523373465
pearson,Liver,"PE(18:0/18:2(9Z,12Z))",portal blood,IL-7,concentration_pg_ml,7,7,0.10842159196617694,0.8170177264025257,0.9692546189346201,13584898.7389557,25926602.630641,0.36610414828367166,3.4675308683376382
pearson,Muscle,acrolein,systemic blood,IL-10,mfi,14,14,-0.06810914450150313,0.817043979304832,0.9692546189346201,166.570045753911,5511101.30866413,2005.2179,4715.10449
pearson,Liver,JH-III,systemic blood,GDF-15,mfi,14,14,-0.06810266739200813,0.8170611101538392,0.9692546189346201,312940.536100633,858827.940262982,20122.66992,120830.39062
pearson,Liver,sulfadimidine,systemic blood,IL-1a,concentration_pg_ml,13,13,-0.0712541921744457,0.8170689022349227,0.9692546189346201,241112.899234053,496280.996235625,8.102720967125885,325.5216403276355
pearson,Muscle,Palmitic acid,portal blood,IL-1a,concentration_pg_ml,7,7,0.10836285718176344,0.8171156855982115,0.9692546189346201,357911257.188028,610104360.135355,19.443753480309937,172.42545557283944
