metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"5,7-Dihydro-4H-purin-8-ol",C5H6N4O,139.06142,7.244,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Amylin,38,14,2M16;2M20;3M4;3M6;3M7;3M15;3M17;3M21;3M26;3M28;3M31;3M37;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,C-Peptide 2,38,12,2M16;3M7;3M14;3M15;3M17;3M21;3M26;3M28;3M31;5M2;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M14;5M2
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,GIP,37,11,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;3M38;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M7;3M38
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,GLP-1,38,11,2M16;3M6;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M6
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Glucagon,38,15,2M16;3M1;3M7;3M13;3M14;3M15;3M17;3M21;3M26;3M28;3M31;3M37;4M3;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Insulin,38,14,2M16;3M6;3M7;3M14;3M15;3M17;3M21;3M26;3M28;3M31;3M37;5M2;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Leptin,38,11,2M16;3M6;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M6
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,PP,11,4,3M4;3M6;3M15;5M2,3M15,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,PYY,38,11,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;3M38;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M38
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Resistin,38,10,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,
sys_sac,SAC,CD,posi,"5-(5-(4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C18H22N2O3,315.16871,3.252,Secretin,38,12,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;3M34;3M40;5M6;5M9,2M16;3M7;3M15;3M17;3M21;3M26;3M28;3M31;5M6;5M9,3M34;3M40
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Amylin,38,9,2M20;3M4;3M6;3M18;3M26;3M37;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,C-Peptide 2,38,7,3M6;3M14;3M18;4M2;5M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M14;5M2
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,GIP,37,9,2M26;3M6;3M7;3M11;3M18;3M38;4M2;5M3;5M8,2M26;3M6;3M11;3M18;4M2;5M3;5M8,3M7;3M38
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,GLP-1,38,5,3M6;3M18;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M6
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Glucagon,38,11,3M1;3M6;3M13;3M14;3M15;3M18;3M37;4M2;4M3;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Insulin,38,8,3M6;3M14;3M18;3M37;4M2;5M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Leptin,38,5,3M6;3M18;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M6
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,PP,11,5,3M4;3M6;3M18;5M2;5M3,3M6;3M18;5M3,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,PYY,38,6,3M6;3M18;3M38;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M38
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Resistin,38,5,3M6;3M18;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,
sys_sac,SAC,CD,posi,"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one",C13H22O3,227.16417,2.438,Secretin,38,7,3M6;3M18;3M34;3M40;4M2;5M3;5M8,3M6;3M18;4M2;5M3;5M8,3M34;3M40
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Amylin,38,10,2M20;3M1;3M4;3M6;3M26;3M27;3M31;3M37;3M38;3M40,3M1;3M27;3M31;3M38;3M40,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,C-Peptide 2,38,7,3M1;3M14;3M27;3M31;3M38;3M40;5M2,3M1;3M27;3M31;3M38;3M40,3M14;5M2
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,GIP,37,4,3M7;3M27;3M38;3M40,3M27;3M40,3M7;3M38
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,GLP-1,38,6,3M1;3M6;3M27;3M31;3M38;3M40,3M1;3M27;3M31;3M38;3M40,3M6
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Glucagon,38,10,3M1;3M13;3M14;3M15;3M27;3M31;3M37;3M38;3M40;4M3,3M1;3M27;3M31;3M38;3M40,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Insulin,38,9,3M1;3M6;3M14;3M27;3M31;3M37;3M38;3M40;5M2,3M1;3M27;3M31;3M38;3M40,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Leptin,38,6,3M1;3M6;3M27;3M31;3M38;3M40,3M1;3M27;3M31;3M38;3M40,3M6
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,PP,11,4,3M4;3M6;5M2;5M3,5M3,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,PYY,38,5,3M1;3M27;3M31;3M38;3M40,3M1;3M27;3M31;3M38;3M40,3M38
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Resistin,38,5,3M1;3M27;3M31;3M38;3M40,3M1;3M27;3M31;3M38;3M40,
sys_sac,SAC,CD,posi,"5-(Methylamino)-2-({3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)-2-propanyl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",C29H37N3O6,524.27556,2.516,Secretin,38,6,3M1;3M27;3M31;3M34;3M38;3M40,3M1;3M27;3M31;3M38;3M40,3M34;3M40
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Amylin,38,9,2M17;2M20;3M4;3M6;3M26;3M28;3M37;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,C-Peptide 2,38,8,2M17;3M6;3M14;3M26;3M28;3M39;5M2;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M14;5M2
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,GIP,37,8,2M17;3M6;3M7;3M26;3M28;3M38;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M7;3M38
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,GLP-1,38,6,2M17;3M6;3M26;3M28;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M6
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Glucagon,38,12,2M17;3M1;3M6;3M13;3M14;3M15;3M26;3M28;3M37;3M39;4M3;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Insulin,38,9,2M17;3M6;3M14;3M26;3M28;3M37;3M39;5M2;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Leptin,38,6,2M17;3M6;3M26;3M28;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M6
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,PP,11,3,3M4;3M6;5M2,3M6,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,PYY,38,7,2M17;3M6;3M26;3M28;3M38;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M38
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Resistin,38,6,2M17;3M6;3M26;3M28;3M39;5M6,2M17;3M6;3M26;3M28;3M39;5M6,
sys_sac,SAC,CD,posi,"5-(N,N-Dimethylcarbamimidamido)-2-oxopentanoic acid",C8H15N3O3,202.11867,19.379,Secretin,38,8,2M17;3M6;3M26;3M28;3M34;3M39;3M40;5M6,2M17;3M6;3M26;3M28;3M39;5M6,3M34;3M40
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Amylin,38,8,2M20;2M22;3M4;3M6;3M11;3M26;3M37;3M39,2M22;3M6;3M11;3M39,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,C-Peptide 2,38,6,2M22;3M6;3M11;3M14;3M39;5M2,2M22;3M6;3M11;3M39,3M14;5M2
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,GIP,37,5,3M6;3M7;3M11;3M38;3M39,3M6;3M11;3M39,3M7;3M38
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,GLP-1,38,4,2M22;3M6;3M11;3M39,2M22;3M6;3M11;3M39,3M6
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Glucagon,38,10,2M22;3M1;3M6;3M11;3M13;3M14;3M15;3M37;3M39;4M3,2M22;3M6;3M11;3M39,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Insulin,38,7,2M22;3M6;3M11;3M14;3M37;3M39;5M2,2M22;3M6;3M11;3M39,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Leptin,38,4,2M22;3M6;3M11;3M39,2M22;3M6;3M11;3M39,3M6
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,PP,11,3,3M4;3M6;5M2,3M6,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,PYY,38,5,2M22;3M6;3M11;3M38;3M39,2M22;3M6;3M11;3M39,3M38
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Resistin,38,4,2M22;3M6;3M11;3M39,2M22;3M6;3M11;3M39,
sys_sac,SAC,CD,posi,"5-({[3-chloro-5-(trifluoromethyl)-2-pyridyl]methyl}thio)-4-pentyl-4h-1,2,4-triazol-3-ol",C14H16ClF3N4OS,381.14263,14.746,Secretin,38,6,2M22;3M6;3M11;3M34;3M39;3M40,2M22;3M6;3M11;3M39,3M34;3M40
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Amylin,38,9,2M16;2M20;3M1;3M4;3M6;3M7;3M26;3M37;4M2,2M16;2M20;3M1;3M6;3M7;4M2,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,C-Peptide 2,38,8,2M16;2M20;3M1;3M6;3M7;3M14;4M2;5M2,2M16;2M20;3M1;3M6;3M7;4M2,3M14;5M2
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,GIP,37,7,2M16;2M20;3M1;3M6;3M7;3M38;4M2,2M16;2M20;3M1;3M6;3M7;4M2,3M7;3M38
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,GLP-1,38,6,2M16;2M20;3M1;3M6;3M7;4M2,2M16;2M20;3M1;3M6;3M7;4M2,3M6
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Glucagon,38,11,2M16;2M20;3M1;3M6;3M7;3M13;3M14;3M15;3M37;4M2;4M3,2M16;2M20;3M1;3M6;3M7;4M2,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Insulin,38,9,2M16;2M20;3M1;3M6;3M7;3M14;3M37;4M2;5M2,2M16;2M20;3M1;3M6;3M7;4M2,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Leptin,38,6,2M16;2M20;3M1;3M6;3M7;4M2,2M16;2M20;3M1;3M6;3M7;4M2,3M6
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,PP,11,4,2M20;3M4;3M6;5M2,2M20;3M6,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,PYY,38,7,2M16;2M20;3M1;3M6;3M7;3M38;4M2,2M16;2M20;3M1;3M6;3M7;4M2,3M38
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Resistin,38,6,2M16;2M20;3M1;3M6;3M7;4M2,2M16;2M20;3M1;3M6;3M7;4M2,
sys_sac,SAC,CD,posi,"5-Allyl-5-sec-butyl-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",C13H20N2O3,291.11212,2.055,Secretin,38,8,2M16;2M20;3M1;3M6;3M7;3M34;3M40;4M2,2M16;2M20;3M1;3M6;3M7;4M2,3M34;3M40
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,5-Dodecenoylcarnitine,C19H35NO4,342.26349,4.021,PYY,38,1,3M38,,3M38
