"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FBXL14","TS_Eye_fibroblast","Sensory system","fibroblast","Fibroblast",6.21041435991954e-05,4.20687942265383,2.39554811681653e-53,8.23417765302964e-05,0.0568265682656827,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"KERA","TS_Eye_fibroblast","Sensory system","fibroblast","Fibroblast",6.21041435991954e-05,4.20687942265383,2.39554811681653e-53,8.23417765302964e-05,0.0568265682656827,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"SEC61A2","TS_Eye_fibroblast","Sensory system","fibroblast","Fibroblast",6.21041435991954e-05,4.20687942265383,2.39554811681653e-53,8.23417765302964e-05,0.0568265682656827,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"AASDH","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"C1orf50","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CACNA2D4","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CCDC157","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DHX16","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DPYSL5","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EFCAB6","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HINFP","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"MEGF11","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"POC5","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"TMEM201","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ZFYVE26","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ZNF569","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ZNF691","TS_Eye_eye photoreceptor cell","Sensory system","eye photoreceptor cell","Photoreceptor cell",7.17360410202872e-05,4.14426259490966,3.10892711597712e-46,8.23417765302964e-05,0.0664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DDX19B","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ELAC1","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"PRSS55","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"SEC14L5","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"SNAPC4","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ZSWIM1","TS_Eye_retinal pigment epithelial cell","Sensory system","retinal pigment epithelial cell","Retinal pigment epithelial cell",0.00086244872898977,3.06426671350532,9.45499716924561e-36,0.00086458865356811,0.0959409594095941,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"WDR24","TS_Eye_monocyte","Sensory system","monocyte","Monocyte",0.00344230037066195,2.46315123638225,1.47994336255889e-30,0.003334841949477,0.116605166051661,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ABCC9","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ABHD13","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ACHE","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ACSL3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ACTA1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ACVR2B","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ADAMTS10","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ADAMTS8","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ADCY6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ADCY9","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"AGAP1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"AIP","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"AKAP8L","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ANKRD44","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ANO1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ANXA6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ARHGEF25","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ARHGEF40","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ARID1A","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ARL3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ATP1A2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"ATP1B2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"AXIN2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"B3GALNT2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"BMP5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"BRD3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"C2CD2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"C3orf70","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"C6orf47","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CABIN1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CACNA1G","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CAMK2G","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CAPZB","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CASZ1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CBFA2T3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CBX6","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CBX7","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CCNYL1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CDK11B","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CDKN1B","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CHCHD10","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CHODL","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CHST2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CLCN1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"COL5A3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"COL6A2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CPEB4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CREB3L1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CRHR2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CRISPLD2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CSPG4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"CTDSP1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DAAM2","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DCTN1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DDIT4L","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DMPK","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DMWD","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DNAJB1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DNAJB5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DNAJC27","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DNMT3A","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DTX3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"DUSP8","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"EFHD1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"EGFLAM","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"EVI5L","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"EXTL3","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FAM20C","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FBXW5","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FDFT1","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FKBP4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FN3KRP","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Muscle organ",392,"FOXO4","TS_Muscle_pericyte cell","Muscular system","pericyte cell","Pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
