CJ,HMDB Name,Formula,RT,Detected.in,confirmation,HMDB ID,other ID,Classification
CJ1004,"5-{5-[(2s)-1-(cyclopropylmethyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-n-(2-methoxyethyl)-2-pyridinamine",C18H25N5O2,11.86,Posi,DDA,,,
CJ1005,5-hydroxyindole,C8H7NO,1.95,Posi,DDA,HMDB0059805,,
CJ1006,"5-methyl-1-(1,3,5-trimethyl-1h-pyrazol-4-yl)-1h-1,2,3-triazole",C9H13N5,3.55,Posi,DDA,,,
CJ1007,5-phosphoribosylamine,C5H12NO7P,14.167,,DDA,HMDB0001128,,Carbohydrates and carbohydrate conjugates  
CJ1008,5-sulfosalicylic acid,C7H6O6S,3.72,Nega,DDA,HMDB0011725,,
CJ1009,na,C24H28O8,2.08,Nega,DDA,HMDB0132661,,
CJ1010,6-dimethylaminopurine,C7H9N5,7.372,,DDA,HMDB0000473,,
CJ1011,6-hydroxy-1h-indole-3-acetamide,C10H10N2O2,3.32,Posi,DDA,HMDB0031173,,
CJ1012,6-keto-prostaglandin f1a,C20H34O6,2.77,Nega,DDA,HMDB0002886,,Prostaglandins and related compounds  
CJ1013,2-[(2-furanylmethyl)thio]-6-methylpyrazine,C10H10N2OS,3.57,Posi,DDA,HMDB0036187,,
CJ1014,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",C19H14N6O2,12.66,Posi,DDA,,,
CJ1015,6-methyladenine,C6H7N5,9.7725,Both,DDA,HMDB0002099,,"Nucleosides, nucleotides, and analogues  "
CJ1016,cyclo(l-his-l-pro),C11H14N4O2,5.33,Posi,DDA,HMDB0250630,,Amino acids related and peptides
CJ1017,"7,8-dihydroxyflavone",C15H10O4,2.813,,DDA,HMDB0247297,,
CJ1018,7-aminomethyl-7-carbaguanine,C7H9N5O,5.24,Posi,DDA,HMDB0011690,,
CJ1019,7-methylguanine,C6H7N5O,7.7275,Both,DDA,HMDB0000897,,"Nucleosides, nucleotides, and analogues  "
CJ1020,7-methylhypoxanthine,C6H6N4O,6.43,Posi,DDA,HMDB0003162,,"Nucleosides, nucleotides, and analogues  "
CJ1021,acamprosate,C5H11NO4S,3.64,Nega,DDA,HMDB0014797,,
CJ1022,p-acetaminobenzaldehyde,C9H9NO2,3.534,,DDA,HMDB0341370,,
CJ1023,acetylcarnosine,C11H16N4O4,11.7725,Both,DDA,HMDB0012881,,
CJ1024,acipimox,C6H6N2O3,9.97,Posi,DDA,HMDB0247941,,
CJ1025,d-alanyl-d-alanine,C6H12N2O3,11.92,Nega,DDA,HMDB0003459,,Amino acids related and peptides
CJ1026,alanylproline,C8H14N2O3,14.45,Posi,DDA,HMDB0028695,,Amino acids related and peptides
CJ1027,aldosterone,C21H28O5,2.44,Nega,DDA,HMDB0000037,,Steroids and steroid derivatives  
CJ1028,allyl hexenoate,C9H14O2,12.068,,DDA,HMDB0038268,,FA
CJ1029,apigenin,C15H10O5,4.4375,,DDA,HMDB0002124,,
CJ1030,arabinonic acid,C5H10O6,11.84,Nega,DDA,HMDB0000539,,Carbohydrates and carbohydrate conjugates  
CJ1031,arecoline,C8H13NO2,12.529,,DDA,HMDB0030353,,
CJ1032,argininosuccinic acid,C10H18N4O6,14.92,Nega,DDA,HMDB0000052,,Amino acids related and peptides
CJ1033,artemether,C16H26O5,2.77,Nega,DDA,HMDB0015643,,
CJ1034,ascorbic acid 2-sulfate,C6H8O9S,3.14,Nega,DDA,HMDB0060649,,
CJ1035,9-decenoic acid,C10H18N4O6S,3.265,,DDA,HMDB0341195,,FA
CJ1036,baicalin,C21H18O11,3.982,,DDA,HMDB0041832,,
CJ1037,benzyl butyl phthalate,C19H20O4,2.24,Posi,DDA,HMDB0249068,,
CJ1038,benzylideneacetone,C10H10O,2.29,Posi,DDA,HMDB0031617,,
CJ1039,beta-damascenone,C13H18O,2.27,Posi,DDA,HMDB0013804,,
CJ1040,biflorin,C16H18O9,11.84,Nega,DDA,HMDB0002336,,
CJ1041,pyrocatechol sulfate,C6H6O5S,2.1425,,DDA,HMDB0059724,,
CJ1042,cetrimonium,C19H41N,8.16,Posi,DDA,,,
CJ1043,cinnamoylglycine,C11H11NO3,3.183,,DDA,HMDB0011621,,Amino acids related and peptides
CJ1044,cis-2-methylaconitate,C7H8O6,14.37,Nega,DDA,HMDB0006357,,
CJ1045,clonazolam,C17H12ClN5O2,13.37,Posi,DDA,,,
CJ1046,corchoionol c 9-glucoside,C19H30O8,3.992,,DDA,HMDB0029772,,FA
CJ1047,p-cresol,C7H8O,2.68,Posi,DDA,HMDB0001858,,Microbiota related
CJ1048,cysteine-s-sulfate,C3H7NO5S2,9.523,,DDA,HMDB0000731,,Amino acids related and peptides
CJ1049,demethylated antipyrine,C10H10N2O,3.64,Posi,DDA,HMDB0006240,,
CJ1050,de-o-methylsterigmatocystin,C17H10O6,11.921,,DDA,HMDB0033657,,
CJ1051,deoxycorticosterone,C21H30O3,9.59,Posi,DDA,HMDB0000016,,Steroids and steroid derivatives  
CJ1052,deoxyinosine,C10H12N4O4,8.11,Nega,DDA,HMDB0000071,,"Nucleosides, nucleotides, and analogues  "
CJ1053,dibutyl oxopropanedioate ,C11H18O5,12.21425,,DDA,,cas 40420-22-2,
CJ1054,didecyldimethylammonium,C22H47N,8.14,Posi,DDA,,cas 16165-33-6,
CJ1055,dihydrothymine,C5H8N2O2,14.3475,Both,DDA,HMDB0000079,,"Nucleosides, nucleotides, and analogues  "
CJ1056,"3,4-dihydroxyhydrocinnamic acid",C9H10O4,3.985,,DDA,HMDB0000423,,
CJ1057,homoveratric acid,C10H12O4,7.807,Both,DDA,HMDB0000434,,
CJ1058,dimethylglycine,C4H9NO2,12.26,Both,DDA,HMDB0000092,,Amino acids related and peptides
CJ1059,dl-2-aminooctanoic acid,C8H17NO2,8.32,Nega,DDA,HMDB0000991,,Amino acids related and peptides
CJ1060,dodecanedioic acid,C12H22O4,2.76,Nega,DDA,HMDB0000623,,FA
CJ1061,ecgonine,C9H15NO3,13.406,,DDA,HMDB0006548,,
CJ1062,eplerenone,C24H30O6,2.2725,Both,DDA,HMDB0014838,,
CJ1063,13-docosenamide,C22H43NO,2.27,Posi,DDA,HMDB0244507,,FA
CJ1064,erythronic acid,C4H8O5,11.75,Nega,DDA,HMDB0000613,,Carbohydrates and carbohydrate conjugates  
CJ1065,ethyl 1-{[1-benzyl-3-(tert-butyl)-1h-pyrazol-5-yl]carbonyl}-4-piperidinecarboxylate,C23H31N3O3,2.31,Posi,DDA,,,
CJ1066,ethylene brassylate,C15H26O4,3,,DDA,HMDB0040459,,
CJ1067,d-fructose,C6H12O6,11.03,Nega,DDA,HMDB0000660,,Carbohydrates and carbohydrate conjugates  
CJ1068,galactonic acid,C6H12O7,12.66,Nega,DDA,HMDB0000565,,
CJ1069,gingerol,C17H26O4,1.84,Nega,DDA,HMDB0005783,,
CJ1070,gamma-glutamylglutamic acid,C10H16N2O7,14.885,Nega,DDA,HMDB0011737,,Amino acids related and peptides
CJ1071,gamma-glutamylphenylalanine,C14H18N2O5,11.86,Posi,DDA,HMDB0000594,,Amino acids related and peptides
CJ1072,glutaconic acid,C5H6O4,14.39,Nega,DDA,HMDB0000620,,
CJ1073,glutarylglycine,C7H11NO5,13.08,Nega,DDA,HMDB0000590,,Amino acids related and peptides
CJ1074,oxidized glutathione,C20H32N6O12S2,14.86,Nega,DDA,HMDB0003337,,Amino acids related and peptides
CJ1075,glycerol 1-propanoate diacetate,C10H16O6,9.57,-,DDA,HMDB0031640,,
CJ1076,glycogen,C24H42O21,16.62,Nega,DDA,HMDB0000757,,Carbohydrates and carbohydrate conjugates  
CJ1077,glycylleucine,C8H16N2O3,14.62,Posi,DDA,HMDB0000759,,Amino acids related and peptides
CJ1078,gravelliferone,C19H22O3,1.88,Nega,DDA,HMDB0030729,,
CJ1079,guaifenesin,C10H14O4,10.12,Nega,DDA,HMDB0004998,,
CJ1080,heptaethylene glycol,C14H30O8,3.91,Posi,DDA,HMDB0061835,,
CJ1081,hexadecanedioic acid,C16H30O4,2.95575,,DDA,HMDB0000672,,FA
CJ1082,hexaethylene glycol,C12H26O7,3.87,Posi,DDA,HMDB0061822,,
CJ1083,hexanoylglycine,C8H15NO3,2.76,Nega,DDA,HMDB0000701,,Amino acids related and peptides
CJ1084,homocarnosine,C10H16N4O3,11.648,,DDA,HMDB0000745,,Amino acids related and peptides
CJ1085,homocysteinesulfinic acid,C4H9NO4S,3.94,Nega,DDA,HMDB0006462,,Amino acids related and peptides
CJ1086,hydrocinnamic acid,C9H10O2,2.68,Nega,DDA,HMDB0000764,,
CJ1087,p-coumaraldehyde,C9H8O2,2.912,,DDA,HMDB0040986,,
CJ1088,garcinia acid,C6H8O8,3.982,,DDA,HMDB0031159,,
CJ1089,3-hydroxyhippuric acid,C9H9NO4,3.431666667,,DDA,HMDB0006116,,Microbiota related
CJ1090,hydroxyoctanoic acid,C8H16O3,8.649,,DDA,HMDB0000711,,FA
CJ1091,hydroxyvalerylglycine,C7H13NO4,2.58,,DDA,HMDB0094717,,Amino acids related and peptides
CJ1092,ilicifolinoside a,C11H20O7,11.88,Nega,DDA,HMDB0041186,,FA
CJ1093,indole-3-carboxylic acid,C9H7NO2,3.675,Both,DDA,HMDB0003320,,Microbiota related
CJ1094,indole-3-acetylglycine,C12H12N2O3,3.71475,,DDA,HMDB0240661,,Amino acids related and peptides
CJ1095,indoleacrylic acid,C11H9NO2,9.36,Posi,DDA,HMDB0000734,,Microbiota related
CJ1096,indolelactic acid,C11H11NO3,2.7,Nega,DDA,HMDB0000671,,Microbiota related
CJ1097,irgafos 168,C42H63O3P,2.24,Posi,DDA,,,
CJ1098,irganox 330,C54H78O3,2.14,Nega,DDA,,,
CJ1099,dl-isocitric acid lactone,C6H6O6,12.76,Nega,DDA,HMDB0341313,,Carboxylic acids and derivatives  
CJ1100,isoleucylproline,C11H20N2O3,13.2,Posi,DDA,HMDB0011174,,Amino acids related and peptides
CJ1101,2-isopropylmalic acid,C7H12O5,13.52066667,,DDA,HMDB0000402,,FA
CJ1102,isovalerylglucuronide,C11H18O8,7.37,Posi,DDA,HMDB0002091,,
CJ1103,isoxanthopterin,C6H5N5O2,10.71,,DDA,HMDB0000704,,
CJ1104,jasmonic acid,C12H18O3,2.683,,DDA,HMDB0032797,,
CJ1105,ketamine,C13H16ClNO,2.45,Posi,DDA,HMDB0015352,,
CJ1106,l-alpha-aminobutyric acid,C4H9NO2,13.67,nega,STD,HMDB0000452,,Amino acids related and peptides
CJ1107,laurolactam,C12H23NO,2.26,Posi,DDA,,cas 947-04-6,
CJ1108,isolinderanolide,C21H36O3,2.327,Posi,DDA,HMDB0038105,,
CJ1109,saccharopine,C11H20N2O6,14.76,Nega,DDA,HMDB0062698,,Amino acids related and peptides
CJ1110,maltotriose,C18H32O16,15.92,Posi,DDA,HMDB0001262,,Carbohydrates and carbohydrate conjugates  
CJ1111,mangostanol,C24H26O7,1.89,Nega,DDA,HMDB0029868,,
CJ1112,mannosyl-glycerate ,C9H16O9,7.785,,DDA,,,
CJ1113,m-coumaric acid,C9H8O3,11.756,,DDA,HMDB0001713,,
CJ1114,mebendazole,C16H13N3O3,10.59,Nega,DDA,HMDB0014781,,
CJ1115,melleolide b,C24H32O7,2.23,Nega,DDA,HMDB0038787,,
CJ1116,melleolide m,C23H29ClO7,2.37,Posi,DDA,HMDB0035068,,
CJ1117,metanephrine,C10H15NO3,2.74,Posi,DDA,HMDB0004063,,
CJ1118,mesylate,CH4O3S,4.05,Nega,DDA,HMDB0240280,,
CJ1119,methionine sulfoxide,C5H11NO3S,14.01,Posi,DDA,HMDB0002005,,Amino acids related and peptides
CJ1120,3-methylcrotonylglycine,C7H11NO3,4.256,,DDA,HMDB0000459,,Amino acids related and peptides
CJ1121,methylmalonylcarnitine,C11H19NO6,14.23,Posi,DDA,HMDB0013133,,carnitine
CJ1122,methylpyrazine,C5H6N2,11.66,Posi,DDA,HMDB0033112,,
CJ1123,3-methylphenylacetic acid,C9H10O2,3.79,Nega,DDA,HMDB0002222,,
CJ1124,n1-methyl-4-pyridone-3-carboxamide,C7H8N2O2,4.36,Posi,DDA,HMDB0004194,,"Nucleosides, nucleotides, and analogues  "
CJ1125,n-a-acetyl-l-arginine,C8H16N4O3,14.31,Posi,DDA,HMDB0004620,,Amino acids related and peptides
CJ1126,n-acetylglucosamine 6-sulfate,C8H15NO9S,4.623,,DDA,HMDB0000814,,Carbohydrates and carbohydrate conjugates  
CJ1127,n-acetylhistamine,C7H11N3O,5.29,Posi,DDA,HMDB0013253,,Amino acids related and peptides
CJ1128,n2-acetylornithine,C7H14N2O3,14.369,Posi,DDA,HMDB0003357,,Amino acids related and peptides
CJ1129,n8-acetylspermidine,C9H21N3O,18.956,,DDA,HMDB0002189,,
CJ1130,n-acetylthreonine,C6H11NO4,14.11,Nega,DDA,HMDB0062557,,Amino acids related and peptides
CJ1131,n-acetyl-l-tyrosine,C11H13NO4,7.066,Nega,DDA,HMDB0000866,,Amino acids related and peptides
CJ1132,n-acetylvaline,C7H13NO3,9.885,Both,DDA,HMDB0011757,,Amino acids related and peptides
CJ1133,nelarabine,C11H15N5O5,8.39,Posi,DDA,HMDB0015401,,"Nucleosides, nucleotides, and analogues  "
CJ1134,neuraminic acid,C9H17NO8,8.147,,DDA,HMDB0000830,,
CJ1135,n-lactoylleucine,C9H17NO4,11.14,Posi,DDA,HMDB0062176,,Amino acids related and peptides
CJ1136,2-(methylamino)benzoic acid,C8H9NO2,10.96,Posi,DDA,HMDB0032609,,Microbiota related
CJ1137,n-methyl-l-isoleucine,C7H15NO2,9.58,nega,STD,HMDB0341355,,Amino acids related and peptides
CJ1138,n-methylnicotinamide,C7H8N2O,17.68,,DDA,HMDB0003152,,"Nucleosides, nucleotides, and analogues  "
CJ1139,n-methyltyramine,C9H13NO,1.071,,DDA,HMDB0003633,,
CJ1140,capryloylglycine,C10H19NO3,2.14,Posi,DDA,HMDB0000832,,Amino acids related and peptides
CJ1141,o-benzyl-l-serine ,C10H13NO3,13.18,Posi,DDA,,cas 4726-96-9,Amino acids related and peptides
CJ1142,oleamide,C18H35NO,2.29,Posi,DDA,HMDB0002117,,FA
CJ1143,oleoyl ethyl amide ,C20H39NO,2.26,Posi,DDA,,cas 85075-82-7,
CJ1144,palmitic amide,C16H33NO,2.31,Posi,DDA,HMDB0012273,,FA
CJ1145,pentalenic acid,C15H22O3,2.351,,DDA,,,
CJ1146,phenol sulphate,C6H6O4S,1.91,Nega,DDA,HMDB0060015,,Microbiota related
CJ1147,phenylacetylglycine,C10H11NO3,3.71,Posi,DDA,HMDB0000821,,Amino acids related and peptides
CJ1148,2-phenylbutyric acid,C10H12O2,2.544,,DDA,HMDB0000329,,
CJ1149,phenylpropionylglycine,C11H13NO3,3.103,Posi,DDA,HMDB0000860,,Amino acids related and peptides
CJ1150,piperenol a,C21H20O7,15.028,,DDA,HMDB0039634,,
CJ1151,valylproline,C10H18N2O3,12.36,Posi,DDA,HMDB0029135,,Amino acids related and peptides
CJ1152,proline betaine,C7H13NO2,10.77,Posi,DDA,HMDB0004827,,Amino acids related and peptides
CJ1153,prostaglandin d2,C20H32O5,2.64,Nega,DDA,HMDB0001403,,Prostaglandins and related compounds  
CJ1154,"2,6-pyridinedicarboxylic acid",C7H5NO4,13.87,Nega,DDA,HMDB0033161,,"Nucleosides, nucleotides, and analogues  "
CJ1155,retinal,C20H28O,2.278,,DDA,HMDB0001358,,Retinoids  
CJ1156,sedoheptulose 7-phosphate,C7H15O10P,14.83,Nega,DDA,HMDB0258206,,Carbohydrates and carbohydrate conjugates  
CJ1157,shikimate-3-phosphate,C7H11O8P,14.587,,DDA,HMDB0258272,,
CJ1158,sphingosine,C18H37NO2,3.7,Posi,DDA,HMDB0000252,,
CJ1159,sphingosine d20:1,C20H41NO2,2.32,Posi,DDA,,cas 6918-49-6,
CJ1160,octadecanamide,C18H37NO,2.26,Posi,DDA,HMDB0034146,,
CJ1161,tetradecanedioic acid,C14H26O4,3.0225,,DDA,HMDB0000872,,FA
CJ1162,traumatic acid,C12H20O4,2.978,Nega,DDA,HMDB0000933,,FA
CJ1163,"1,2,3-propanetricarboxylic acid",C6H8O6,3.5585,,DDA,HMDB0031193,,
CJ1164,trimethylaminoacetone,C6H13NO,10.77,Posi,DDA,HMDB0012296,,Microbiota related
CJ1165,trimethylpyrazine,C7H10N2,1.22,Posi,DDA,HMDB0031844,,
CJ1166,7-epi-12-hydroxyjasmonic acid,C12H18O4,2.65,Posi,DDA,HMDB0303749,cas 124649-26-9,
CJ1167,yuccaol c,C30H22O10,16.01,Posi,DDA,HMDB0036739,,
CJ1168,2-hydroxyethanesulfonate,C2H6O4S,3.8,-,DDA,HMDB0003903,,
CJ1169,"cer(d18:2(4e,14z)/16:0)",C34H65NO3,2.24,+,DDA,HMDB0240686,,Lipids
CJ1170,n-glycolylglucosamine,C8H15NO7,15.521,+,DDA,HMDB0341426,,Carbohydrates and carbohydrate conjugates  
CJ1171,(-)-erythro-anethole glycol 1-glucoside,C16H24O8,,,,HMDB0033066,,
CJ1172,"({2-[2-(2-hydroxypropan-2-yl)-7-oxo-2h,3h,7h-furo[3,2-g]chromen-6-yl]-2-methylbut-3-en-1-yl}oxy)sulfonic acid isomer",C19H22O8S,,,,,,
CJ1173,"(1,3-diphenylpropoxy)sulfonic acid isomer",C15H16O4S,,,,,,
CJ1174,"(2e)-3-(4-acetoxy-2,3-dihydroxy-2,5,5,8a-tetramethyldecahydro-1-naphthalenyl)acrylic acid isomer",C19H30O6,,,,,,
CJ1175,"(2e)-3-[4-({2-o-[(2s,3r,4r)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-?-d-glucopyranosyl}oxy)-3-methoxyphenyl]acrylic acid isomer",C21H28O13,,,,,,
CJ1176,"(2r,3r,4r)-2-amino-4-hydroxy-3-methylpentanoic acid",C6H13NO3,,,,HMDB0029449,,Amino acids related and peptides
CJ1177,"(3-oxo-1,3-diphenylpropoxy)sulfonic acid isomer",C15H14O5S,,,,,,
CJ1178,"(4-amino-1,2,5-oxadiazol-3-yl)(1-pyrrolidinyl)methanone oxime isomer",C7H11N5O2,,,,,,
CJ1179,"(4r,5s,7r,11x)-11,12-dihydroxy-1(10)-spirovetiven-2-one 12-glucoside",C21H34O8,,,,HMDB0030895,,
CJ1180,na,C16H16O4S,,,,HMDB0134573,,
CJ1181,"[5-(5-amino-3-oxo-2,3-dihydro-1,2,4-triazin-2-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl benzoate isomer",C15H16N4O6,,,,,,
CJ1182,"[6]-gingerdiol 3,5-diacetate",C21H32O6,,,,HMDB0040568,,FA
CJ1183,na,C6H12O9S,,,,HMDB0125613,,
CJ1184,"1-(2,4,6-trimethoxyphenyl)-1,3-butanedione",C13H16O5,,,,HMDB0030668,,
CJ1185,"1-(beta-d-ribofuranosyl)-1,4-dihydronicotinamide",C11H16N2O5,,,,HMDB0011648,,
CJ1186,glycerophosphoinositol,C9H19O11P,,,,HMDB0011649,,
CJ1187,"1,1-dimethylbiguanide hydrochloride isomer",C4H11N5,,,,,,
CJ1188,"1,4:3,6-dianhydro-2,5-dideoxy-2-[(ethylcarbamoyl)amino]-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-l-iditol isomer",C19H22FN5O3,,,,,,
CJ1189,"1,7-dimethylguanosine",C12H17N5O5,,,,HMDB0001961,,"Nucleosides, nucleotides, and analogues  "
CJ1190,1-[(5-amino-5-carboxypentyl)amino]-1-deoxyfructose,C12H24N2O7,,,,HMDB0034879,,
CJ1191,10-desacetyltaxuyunnanin c  isomer,C26H38O7,,,,,,
CJ1192,10-hydroxy-2-decenoic acid,C10H18O3,,,,HMDB0244269,,FA
CJ1193,11-deoxy pgf2  isomer,C20H34O4,,,,,,
CJ1194,11-deoxy-pge1 isomer,C20H34O4,,,,,,
CJ1195,11-prostaglandin f2 isomer,C20H34O5,,,,,,
CJ1196,12s-hht,C17H28O3,,,,HMDB0012535,,FA
CJ1197,13(s)-hpotre  isomer,C18H30O4,,,,,METPA0543,
CJ1198,"13,14-dihydro-15-keto prostaglandin f2 isomer",C20H34O5,,,,,,
CJ1199,15beta-hydroxydesogestrel,C22H30O2,,,,HMDB0060707,,Steroids and steroid derivatives  
CJ1200,16-epidesacetylfusidic acid isomer,C29H46O5,,,,,,
CJ1201,17-phenyl-trinor-pge2  isomer,C23H30O5,,,,,,
CJ1202,18-hydroxycortisol,C21H30O6,,,,HMDB0000418,,Steroids and steroid derivatives  
CJ1203,"1-adamantyl(1,4-thiazinan-4-yl)methanone isomer",C15H23NOS,,,,,,
CJ1204,d-1-amino-2-pyrrolidinecarboxylic acid,C5H10N2O2,,,,HMDB0030405,,Amino acids related and peptides
CJ1205,1-butanethiol,C4H10S,,,,HMDB0031322,,
CJ1206,1-dodecanesulfonic acid isomer,C12H26O3S,,,,,,
CJ1207,1-hydroxyepiacorone,C15H24O3,,,,HMDB0030918,,
CJ1208,1-isomangostin hydrate,C24H28O7,,,,HMDB0029984,,
CJ1209,1-isothiocyanato-8-(methylthio)octane,C10H19NS2,,,,HMDB0038447,,
CJ1210,1-methoxyphaseollidin,C21H22O5,,,,HMDB0029319,,
CJ1211,1-octen-3-yl glucoside,C14H26O6,,,,HMDB0032959,,FA
CJ1212,1-tetradecanesulfonic acid isomer,C14H30O3S,,,,,,
CJ1213,1-tetradecylamine isomer,C14H31N,,,,,,
CJ1214,"2-(2,5-dihydroxy-4-methoxyphenyl)-3,5,6,7-tetrahydroxy-3,4-dihydro-2h-1-benzopyran-4-one isomer",C16H14O9,,,,,,
CJ1215,"2-(2-hydroxyphenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2h-1,3-thiazine-5-carbonitrile isomer",C12H10N2O2S2,,,,,,
CJ1216,"2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,4,5,7-tetrol isomer",C15H14O8,,,,,,
CJ1217,"2-(3,4-dimethoxyphenyl)-5,6,8-trihydroxy-3,7-dimethoxy-4h-chromen-4-one isomer",C19H18O9,,,,,,
CJ1218,2-(3-carboxy-3-aminopropyl)-l-histidine,C10H16N4O4,,,,HMDB0011655,,Amino acids related and peptides
CJ1219,"2,2,4,4-tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione",C14H20O4,,,,HMDB0033197,,
CJ1220,"2,2-dichloro-n-(2,6-diethylphenyl)acetamide isomer",C12H15Cl2NO,,,,,,
CJ1221,"2,2-dithiodipyridine isomer",C10H8N2S2,,,,,,
CJ1222,"2,3,6,7-tetrahydro-7-methylcyclopent[b]azepin-8(1h)-one",C10H13NO,,,,HMDB0039661,,
CJ1223,"2,4-bis(3-methylbut-2-en-1-yl)benzene-1,3,5-triol isomer",C16H22O3,,,,,,
CJ1224,"2,4-diamino-6-hydroxypyrimidine",C4H6N4O,,,,HMDB0002128,,"Nucleosides, nucleotides, and analogues  "
CJ1225,"2',4-dihydroxy-4',6'-dimethoxy-3'-prenylchalcone",C22H24O5,,,,HMDB0038815,,
CJ1226,"2,4-dinitrophenylhydrazine  isomer",C6H6N4O4,,,,,,
CJ1227,"2-[4-(1-adamantyl)-1,3-thiazol-2-yl]pyrazine isomer",C17H19N3S,,,,,,
CJ1228,2-[4-(4-chlorophenyl)-4-hydroxypiperidino]-n-(2-morpholinophenyl)isonicotinamide isomer,C27H29ClN4O3,,,,,,
CJ1229,"2-{[3,5-di(trifluoromethyl)anilino]methylidene}-5-phenylcyclohexane-1,3-dione isomer",C21H15F6NO2,,,,,,
CJ1230,"2-{2-[4-(tert-butyl)phenyl]-4-hydroxy-1,3-thiazol-5-yl}acetic acid isomer",C15H17NO3S,,,,,,
CJ1231,20-hete ethanolamide,C22H37NO3,,,,HMDB0013630,,
CJ1232,2-chloro-n-(2-chlorophenyl)-n'-hydroxybenzenecarboximidamide isomer,C13H10Cl2N2O,,,,,,
CJ1233,2-cyano-3-(4-pyridyl)acrylamide isomer,C9H7N3O,,,,,,
CJ1234,2-furoylglycine,C7H7NO4,,,,HMDB0000439,,Amino acids related and peptides
CJ1235,2-hexenoylcarnitine,C13H23NO4,,,,HMDB0013161,,carnitine
CJ1236,2-hydroxydecanedioic acid,C10H18O5,,,,HMDB0000424,,FA
CJ1237,2-hydroxyflutamide,C11H11F3N2O4,,,,HMDB0060949,,
CJ1238,2-hydroxylauroylcarnitine,C19H37NO5,,,,HMDB0013164,,carnitine
CJ1239,2-hydroxymexiletine,C11H17NO2,,,,HMDB0060953,,
CJ1240,2-keto-6-acetamidocaproate,C8H13NO4,,,,HMDB0012150,,
CJ1241,2-methoxyacetaminophen sulfate,C9H11NO6S,,,,HMDB0062550,,
